Location,Period,Value
GBR,2018-Q4,102.442868400315
GBR,2019-Q1,104.439190964014
GBR,2019-Q2,103.563610892216
GBR,2019-Q3,105.174678224324
GBR,2019-Q4,107.171000788022
CAN,1991-Q1,69.9956813866914
CAN,1991-Q2,70.6982875337902
CAN,1991-Q3,71.5570283802443
CAN,1991-Q4,70.2754846812503
CAN,1992-Q1,70.6653257639263
CAN,1992-Q2,71.4975484947756
CAN,1992-Q3,71.3691710753057
CAN,1992-Q4,72.5096978791677
CAN,1993-Q1,73.8878963920484
CAN,1993-Q2,74.7488677342076
CAN,1993-Q3,75.5800991336324
CAN,1993-Q4,76.4569317785833
CAN,1994-Q1,77.3020418179508
CAN,1994-Q2,80.0896657835832
CAN,1994-Q3,82.0247447241644
CAN,1994-Q4,84.3295902860759
CAN,1995-Q1,86.3120742333812
CAN,1995-Q2,84.7848949025663
CAN,1995-Q3,84.4633515938182
CAN,1995-Q4,84.1858110730846
CAN,1996-Q1,84.1393861132528
CAN,1996-Q2,85.4505884570241
CAN,1996-Q3,86.9293243514927
CAN,1996-Q4,86.9394167340649
CAN,1997-Q1,90.2982048187649
CAN,1997-Q2,91.8359971612
CAN,1997-Q3,93.7847286951004
CAN,1997-Q4,94.8460081828082
CAN,1998-Q1,96.2116083371762
CAN,1998-Q2,96.8295706151496
CAN,1998-Q3,96.479789902637
CAN,1998-Q4,99.6494016607634
CAN,1999-Q1,101.919787547872
CAN,1999-Q2,102.946072611794
CAN,1999-Q3,105.465834649712
CAN,1999-Q4,108.28239518843
CAN,2000-Q1,111.21227879109
CAN,2000-Q2,113.400084379078
CAN,2000-Q3,115.950916232507
CAN,2000-Q4,116.509355284976
CAN,2001-Q1,112.489902309959
CAN,2001-Q2,111.141635842139
CAN,2001-Q3,108.775097052292
CAN,2001-Q4,107.239757590029
CAN,2002-Q1,111.35045770744
CAN,2002-Q2,112.784902031966
CAN,2002-Q3,112.510833554093
CAN,2002-Q4,110.68621775689
CAN,2003-Q1,109.914378129466
CAN,2003-Q2,109.360027210617
CAN,2003-Q3,109.527150112996
CAN,2003-Q4,112.268979569143
CAN,2004-Q1,111.324130126928
CAN,2004-Q2,111.990005330926
CAN,2004-Q3,113.111952721552
CAN,2004-Q4,113.251930416695
CAN,2005-Q1,114.542635963148
CAN,2005-Q2,114.060563246698
CAN,2005-Q3,114.354254765946
CAN,2005-Q4,115.19706439301
CAN,2006-Q1,116.084516439203
CAN,2006-Q2,113.372121545118
CAN,2006-Q3,111.078515059049
CAN,2006-Q4,109.474822002662
CAN,2007-Q1,109.928604834463
CAN,2007-Q2,110.021814280995
CAN,2007-Q3,108.612062283533
CAN,2007-Q4,107.151290378496
CAN,2008-Q1,104.086661891727
CAN,2008-Q2,104.673554354189
CAN,2008-Q3,103.84660668557
CAN,2008-Q4,98.9413369178089
CAN,2009-Q1,90.4630383663164
CAN,2009-Q2,86.8306498824253
CAN,2009-Q3,87.6327416986359
CAN,2009-Q4,88.9329317150865
CAN,2010-Q1,91.125970114108
CAN,2010-Q2,92.8482190454698
CAN,2010-Q3,93.2840140893437
CAN,2010-Q4,92.7420910966991
CAN,2011-Q1,94.3551050977391
CAN,2011-Q2,94.5158505116708
CAN,2011-Q3,96.1681105954612
CAN,2011-Q4,97.7794893430532
CAN,2012-Q1,97.6010831918839
CAN,2012-Q2,97.8051628221858
CAN,2012-Q3,97.0086308676982
CAN,2012-Q4,95.4090259449312
CAN,2013-Q1,96.2582130604422
CAN,2013-Q2,95.889953983968
CAN,2013-Q3,96.3805300183476
CAN,2013-Q4,97.6983807720359
CAN,2014-Q1,97.633461210153
CAN,2014-Q2,99.1311898431138
CAN,2014-Q3,100.21323704961
CAN,2014-Q4,100.792770871557
CAN,2015-Q1,100.253464284429
CAN,2015-Q2,99.7084343102337
CAN,2015-Q3,100.186582418409
CAN,2015-Q4,99.851355461583
CAN,2016-Q1,100.071133524985
CAN,2016-Q2,99.5033735278631
CAN,2016-Q3,99.6651000938636
CAN,2016-Q4,99.6736034117928
CAN,2017-Q1,100.991781216171
CAN,2017-Q2,102.369645771398
CAN,2017-Q3,101.029392045473
CAN,2017-Q4,102.412489411734
CAN,2018-Q1,103.848568989708
CAN,2018-Q2,104.868476565183
CAN,2018-Q3,105.014995274118
CAN,2018-Q4,104.88237621949
CAN,2019-Q1,104.6370882023
CAN,2019-Q2,105.121613798923
CAN,2019-Q3,104.326553572538
CAN,2019-Q4,103.591180097003
